neighbor_bucket,observations,wins,rounds,mean_neighbor_miners,mean_square_miners,mean_miner_share,win_rate,lift_vs_uniform,win_rate_ci95_lower,win_rate_ci95_upper
q1_least,4092,158,844,137.394550342131,140.9239980449658,0.040160982756828195,0.0386119257086999,0.9652981427174976,0.03312834122338376,0.044960974985839175
q2,4203,154,844,139.22390752637006,140.80466333571258,0.04011698704694953,0.03664049488460623,0.9160123721151557,0.03137052504285931,0.042756694124585326
q5_most,4378,187,844,142.69302954164763,140.22795797167657,0.03996393874743734,0.04271356783919598,1.0678391959798994,0.03711385550246394,0.04911506500311371
q4,4244,169,844,141.5587299717248,139.84472196041472,0.039852992461453705,0.03982092365692743,0.9955230914231857,0.03434212162189306,0.04613203499025079
q3,4183,176,844,140.5581719658937,140.08654076021995,0.03991186664069784,0.042075065742290224,1.0518766435572555,0.0363996067645104,0.048590823926630194
